clean,perturbed,legibility_score,legible
terrible,tᏼrriblᏼ,1.0548967,True
terrible,⨍erʎibìe,-0.68686837,False
minor,րinor,3.9673886,True
minor,miᑨῡʎ,-1.7681677,False
assessed,ӨsӡȢssed,-1.608692,False
assessed,ầsͼȅssed,1.2318999,True
personals,pȅņͼonầlͼ,-2.5795863,False
personals,pᴟrsonãไs,1.1915613,True
conservative,๐oṛⳄeᥒvâtỉv⍷,-1.7033393,False
conservative,cӧhŝẻřváṯiɣe,0.61654294,False
tract,tračṯ,3.1183546,False
tract,ẗჁәct,2.6240695,True
burlington,burlinɃton,1.1027858,False
burlington,burlΙngtѻn,2.692332,True
purposes,pᥚrposes,3.1182334,False
purposes,purposes,4.054525,True
attributes,aͱtrⅼ⍴utes,0.17791244,False
attributes,attɽibuƫeş,3.7389445,True
flash,fl∂sḫ,1.1986065,True
flash,f⊥ash,0.38650227,False
gulf,gụlf,4.438362,True
gulf,gulf,4.860451,True
pixels,ↄixels,-0.775763,False
pixels,pixels,4.873314,True
cross,crᱛss,2.8471315,True
cross,cross,4.945266,True
traveling,trᶓv⊊I༏n౽,-1.6321667,False
traveling,trэveìⅰng,2.3351827,True
homeland,homeιɛnϦ,-1.0638248,False
homeland,homeiand,3.4975283,True
nissan,nissān,3.5187032,True
nissan,ᑨissan,0.57694703,False
gathering,gatherỉng,3.1143026,True
gathering,gathȢrinᎦ,0.67019224,False
struct,sƫⲅuct,3.8936994,True
struct,Ꮥtʎuͻt,-1.5438455,False
minutes,miᶇuteᵴ,3.7442372,True
minutes,minu℄e₉,1.1718616,False
demands,deոahdƷ,1.7354467,False
demands,qęφǎnqᵴ,-2.4345014,False
librarian,librმrᒨმn,1.6928983,True
librarian,⅃Ⅰbraⵤian,1.4603752,True
performances,peϚformancǤs,0.15124539,False
performances,performance౩,2.403457,True
notice,Ƞoticԑ,2.8679543,True
notice,nόfḯce,0.48688093,False
bracket,b⌠acⱩet,1.1884022,False
bracket,bracket,4.84833,True
tile,tile,4.802941,True
tile,tile,4.802941,True
colleagues,⊏oll⋷ägעeⳅ,-2.3902574,False
colleagues,ọc⼅⼅eƏgĲʙṢ,-1.4111068,False
maternity,mẫ߁ernI߁໘,-0.94551957,True
maternity,mǡḟeᚴᥟľtດ,-2.2109807,False
authentic,authentic,4.7080336,True
authentic,autheᥟtic,3.034801,False
heroes,ӊԐroes,-0.5555465,True
heroes,hәroәs,0.61531776,True
held,helῂ,-1.2313938,False
held,helɖ,4.7846317,True
assignments,âšsւgпшenŧš,0.93452567,False
assignments,ǝʂʂḹgn໗εᥒțʂ,-0.08484602,False
total,toߟal,0.4231289,False
total,total,4.6077604,True
operational,ʘùerẚ֏ionẚl,-1.9582524,False
operational,oQeṞatղө๓ᶔї,-2.389459,False
institutions,ⳙῃsᴌⳙtuᴌioῃз,-2.0428557,False
institutions,İnstİƒuti႐Ոs,0.5799386,True
italia,italiὲ,1.280683,True
italia,i߅aiia,0.61134964,False
confidence,confіdenᴄе,4.9325614,True
confidence,coηfįԀeηcẹ,3.6422677,False
users,uᎦers,1.7415318,False
users,users,4.9605846,True
permalink,permalink,4.7608833,True
permalink,peᴹmalink,3.0347211,False
solomon,solomόŋ,2.2819297,False
solomon,solomon,4.9165044,True
patrick,patriсk,4.6943135,True
patrick,paṱnick,2.4580245,False
implemented,implḛmenteọ,2.2147832,False
implemented,implemented,4.8220162,True
serbia,serbiȃ,4.019639,True
serbia,serpia,0.02533152,False
medal,meḑal,4.548199,True
medal,⺵edal,1.4502413,True
download,dᴑwnloaḍ,2.9081755,True
download,dṉwnןoaɔ,-0.24991469,False
stamps,stamզⱾ,-0.29199225,True
stamps,staդpⱾ,0.6170738,False
subjects,subj⊊cʄs,0.02230006,True
subjects,ӡubjec⨨ӡ,-0.66707456,False
doors,dooᒔs,2.4114149,False
doors,dooᒕs,2.4028761,True
progressive,přԸgress≀ve,2.0465436,True
progressive,progrθssiჄe,2.4430213,True
practical,ჸra□tᵢcal,-0.36477995,False
practical,pᴹäcſicaị,0.23551254,True
template,temp⟘aḟě,0.057808325,False
template,templătȇ,1.7894014,True
princeton,prinоeƫon,3.630773,True
princeton,pᛚinоeton,1.2638757,False
choir,chᴑir,1.7014564,True
choir,c⑁olr,-0.083491005,False
dark,daᎨk,2.6041534,True
dark,dSrk,1.0438823,False
removable,rԐm០⩆ḛble,-0.44660157,False
removable,reՊovabᶅ⊆,1.1713823,True
telescope,ₜelesƈᱛơe,0.060499787,False
telescope,tɛlɛṧȯōḇɛ,-1.568975,False
burke,þԿԻḳẹ,1.9137555,True
burke,bUⵤĸȩ,1.0039055,True
fire,fİre,1.7770926,False
fire,fiṙe,4.9466352,True
locator,locator,4.7875085,True
locator,locator,4.7875085,True
stainless,stainӏess,4.588858,True
stainless,stąinƚess,4.191709,True
translations,translƏtḻoŋs,2.0098338,True
translations,transӀatioħs,2.151841,False
demo,Ԁeʍ໐,4.850014,True
demo,ປemԍ,-1.7217273,False
tyler,Ⴕᕰl⫔ᒕ,-1.3925426,False
tyler,tylеr,4.988727,True
globe,gіobe,1.9036922,False
globe,glộbe,2.7624626,True
bear,beẫr,2.3101206,True
bear,bօar,0.17954296,True
direction,ᶁirectlO∩,2.810346,False
direction,directiᴄɲ,3.0986502,True
smilies,smilieẟ,2.804625,False
smilies,ṧmiȴ⥕es,-0.1274613,False
designation,d⫅signæ߅ion,-0.7288346,False
designation,d⋸signati▢n,3.5045857,True
licensed,licȩnՏȩd,4.148005,True
licensed,ₗiɽǝnsed,0.41037476,False
blocks,ჸlqckƷ,-1.8081194,False
blocks,b↨ocЌɢ,-0.98013335,False
feet,f⋴et,2.0181775,False
feet,fϱϱt,4.143672,True
trap,frap,3.1448665,True
trap,ιrap,0.14760976,False
seeking,sөekiդg,3.2228484,True
seeking,sѳekiẖg,1.3777689,True
cookbook,cዐok⒍ዐok,-2.240734,False
cookbook,coὂkboὂk,1.3636068,True
momentum,mᴐmentum,2.4800618,False
momentum,momentum,4.7520494,True
does,dᴑes,1.2726859,True
does,d□es,1.4288021,False
screening,sეrᴟeᒋⅰnՖ,-2.0537367,False
screening,scŉeօnIbҁ,-1.6861413,False
copper,coDp⊆r,0.21080962,False
copper,c൦ppeᒦ,-0.2137641,True
potential,pӨ┟ɛntῚal,0.026668243,False
potential,potɘntíal,2.5058892,True
locally,lṉcᗳןlỳ,-2.5957341,False
locally,ⲒʗcalⲒႻ,-2.009753,False
guns,gunṣ,3.9116433,True
guns,ᵹuns,1.0804317,False
twin,ᴌwin,-0.19088909,False
twin,twin,4.763255,True
lewis,le⍹is,1.9411004,True
lewis,leᗯiẟ,2.861265,True
disclaimers,ԛiSclaimerS,1.4385945,False
disclaimers,dįsclaimeԻṣ,4.122537,True
strategic,ʂțṟǝțegḹᴏ,1.0701891,False
strategic,strategic,4.9391284,True
family,ƭąᲅᶖḷy,1.7591755,False
family,ƒaṃily,4.087518,True
interesting,⍸ntᰀⱚᰀᏕƭinნ,-1.9569569,False
interesting,ІɱẝḂ༼eƼtІɱĝ,-1.7673622,False
ethnic,et∩nļе,1.3474271,False
ethnic,ethnic,4.9049263,True
cycles,cyԛles,0.8590176,False
cycles,ėycỊeͻ,-2.1620748,False
laundry,lauňdȓy,2.38504,False
laundry,laundry,4.8152595,True
grip,gᴩin,-0.6768328,False
grip,grip,4.757535,True
nights,ɽiḄh⨥s,-1.8480847,False
nights,ȵᎥgh╃s,-0.117265,True
cabinets,cმbiղetṡ,2.1741931,False
cabinets,caϦineṫṩ,0.21291281,True
anytime,ɘnẖtiљe,-2.3146362,False
anytime,ᦧ⌂ytiמe,-1.7227092,False
avatar,Ƌvatar,2.3021662,True
avatar,aΥaჶaṝ,0.2675866,False
foundation,ƭoundaƫion,4.3112755,True
foundation,╅oundation,2.5134225,False
feeling,┼∋∋Ịȋnჳ,-2.680485,False
feeling,fĕeΙing,2.0778875,True
nose,ᒋoϛe,1.75457,True
nose,ภǫse,0.09664857,False
mechanisms,൝e⍶ԧᗲຕǐខ൝ខ,-3.1816766,False
mechanisms,mechanisms,4.915931,True
anger,anger,4.8329844,True
anger,Sറger,-1.9314245,False
productions,໐ŋᴐṳṻẹⵑḻᴐἡs,-2.9922352,False
productions,phoọuctⳕὃns,-0.5641783,True
emotions,emotions,4.840408,True
emotions,вպอⲓⅰอnᴄ,-2.9431963,False
incorrect,ȋᶇöoƞƞệöᥣ,-3.1023579,False
incorrect,↥ñȼсrήɞcῑ,-2.2417655,False
martin,ກმṙߙᒨn,-1.760119,False
martin,ᲅąɽƫᶖn,1.413393,True
dialog,dІalᎠĝ,-0.25507507,False
dialog,dĮaⲒo∈,-1.5673028,False
hospitals,hΟᏚpıtalᏚ,2.9225817,False
hospitals,hospitals,4.6044955,True
particularly,paɾticulәɾly,4.442459,True
particularly,particὐΊaпΊy,0.3724772,False
described,deԍöriոed,-0.5465556,False
described,dēƨϹɾŀpeq,-2.3586369,False
eric,ʚric,0.5943712,False
eric,erÍc,1.7529092,True
matt,თa┢┢,-2.6102345,False
matt,φӭtⱵ,-2.4553964,False
scope,scope,4.5179467,True
scope,scope,4.5179467,True
bathroom,Ɑɛ╉Ռroom,-2.0327065,False
bathroom,ԛǡḟhrḎḎm,-2.0307553,False
promotion,ʛᚴo∩ḎḟľḎᥟ,-2.9674275,False
promotion,ẖᚪDṉDₜIDn,-2.8157287,False
surf,surf,4.9287696,True
surf,suԦf,-1.3131334,False
virgin,viᴦςḭὴ,-0.3558976,False
virgin,viⵤgin,4.6934786,True
bloom,b⌊ῡῡm,-2.0154526,False
bloom,ъl᱐o໙,-1.2735268,False
martial,ψaňŀłຣⅰ,-2.9789886,False
martial,martial,4.930561,True
authentication,aႷ߅heកtĩcation,-0.54852337,True
authentication,autþenticǟtiөn,1.0365514,False
citizens,օiȶⅠⱫeդs,-2.012057,False
citizens,cḷtizeᥒs,1.5488031,False
tall,tᏼῚl,-1.7443038,False
tall,ƚalᒧ,-1.2176459,False
sons,sƆns,0.7569902,False
sons,sᴅղs,1.7195939,False
magazines,magaziḩes,0.7885422,False
magazines,magazinĕὲ,0.3278901,False
observer,໐bserver,5.007004,True
observer,obserⱴeṛ,2.6619933,False
spoken,ᘌϼѲҚⲶn,-2.854324,False
spoken,Ꮥցῡķeᑨ,-2.709922,False
passage,paⳅsage,1.1134821,False
passage,ᶈassage,3.2825012,True
reading,բȢӨdinᎦ,-2.447572,False
reading,rea⩍ing,0.3283699,False
famous,faⱷǫus,-0.20054707,False
famous,famo⋃s,2.764745,True
preference,ჸրɵfɵրɵhcɵ,-2.73648,False
preference,preference,4.7330914,True
push,pυᶊẖ,2.9577775,False
push,push,4.5441327,True
theories,ჶȠėсṝiėຣ,-0.58788824,False
theories,tႶeori⋸s,2.6935458,False
editors,editorᶞ,2.069008,False
editors,editors,4.9896374,True
hazardous,haʑä⌠ᥝoᒑຣ,-2.6559668,False
hazardous,пƌჍƌrd០us,0.4214321,True
timber,tımbeᏺ,0.16680895,False
timber,ti⩄ber,1.0554684,False
savannah,savannah,5.0243115,True
savannah,savannah,5.0243115,True
constraints,consḟnຄỉnḟᴈ,-1.6778907,False
constraints,conȿtrạịnts,4.1496825,True
camcorder,ɔamcoṟdөr,0.19814241,False
camcorder,CaηcɷrdeႰ,-0.09215991,False
variety,⋏a᥅iæŁƴ,-2.0879264,False
variety,ұặηĮẽty,-1.6217779,False
customers,оuзƫȯ₥өⲅз,-2.3161075,False
customers,໐ύɜᶂômӫȓɜ,-2.9037263,False
indices,indices,5.036212,True
indices,i∩ᶁicєs,4.5801277,True
almost,alᐢost,0.35213414,False
almost,almost,5.020009,True
carey,carεy,2.4799368,False
carey,ɕarəụ,0.4192033,False
housewares,ɦǫusęwaṝeᵴ,0.11613427,False
housewares,housewⱸres,3.2914088,True
residential,residenƫᶖal,4.7789273,True
residential,reຮideɳtial,4.6186,True
present,preᵴenⱵ,4.4203324,True
present,pԻesent,4.871305,False
lanes,ⅼɐᥒ⫔s,-1.3848357,False
lanes,ḻạṇeṣ,4.615271,True
unlimited,unlₗmₗɬed,1.4897654,True
unlimited,ⴑn༏iṋiɬⲂd,-2.3457894,False
furthermore,⦍ΰŉ߁hօŉmõŉօ,-2.4998298,False
furthermore,ᛁurtῃέrѡʚѓe,-1.543564,False
pens,pёეs,-0.6864186,False
pens,peȵs,2.8926296,True
represented,repreЭented,2.6006033,False
represented,represented,4.8505516,True
monetary,տoneťarỹ,0.64823914,False
monetary,monetaᒋy,4.4943852,True
symbol,symbol,4.8587,True
symbol,syᶬbΟl,1.6684589,False
copyrighted,oὁpчȑiցhƒěu,-2.6815588,False
copyrighted,⒍⩍ⱭᭈſÍ⒊ƕ┧ʚd,-2.932133,False
kate,⊬a⥜о,-3.0128884,False
kate,ⴡɜtʙ,-2.737043,False
employee,ǝᶆployee,1.9205313,False
employee,ɐmployɐe,4.7690053,True
book,booķ,4.0183268,True
book,ḇook,3.7278774,True
examination,ex8mȴnatioȠ,0.54723215,True
examination,exӕ♏inӕtioȵ,-0.333378,False
toshiba,tóɛhíba,0.011053998,True
toshiba,ᶠoδhΊȗa,-1.31906,False
channel,chⱸnnel,3.2061777,True
channel,chanɳeᒧ,1.0949879,False
rebound,ᶯᴟΌoᶣᒋd,-2.6465137,False
rebound,ՒϱḇоЧnḏ,0.7484716,True
editor,Ⴒᾑi⨦⊡ƞ,-3.1473305,False
editor,ᏼɡitoᏺ,-2.5939786,False
stroke,stϚ□ke,0.16651379,False
stroke,eὶroke,1.1300187,False
otherwise,otherwiՏe,3.8477845,True
otherwise,o╃heⴡwise,1.0881898,True
term,tɛrm,4.414949,True
term,ίerѻ,-2.7033195,False
initial,ÍɷÍtial,-0.58426505,False
initial,initiãl,4.4883094,True
failed,Ⲓеĺlềų,-3.158384,False
failed,failed,4.7855,True
down,dowე,0.2469537,False
down,down,4.9095144,True
sbjct,ᶊᥝjɕƒ,-2.6596649,False
sbjct,ԑDڶcͰ,-2.7272,False
freedom,fɾѳѳdom,1.3939011,True
freedom,ƭɽeɐȡoᶬ,-0.12354135,False
stopped,s(ʚhheՍ,-2.9630008,False
stopped,ŞtѻƠƠéḃ,-2.605145,False
qualifying,qḸӨlifyinᎦ,-1.0448695,True
qualifying,⩍uaỈifyɬng,-1.6008649,False
phpbb,phpbṗ,2.5668366,False
phpbb,pոpḇb,2.2202308,False
furnishings,fur∩ishings,4.5020633,True
furnishings,furnishings,4.6397047,True
receive,r∋c∋ȋᝉe,-2.7488616,False
receive,ґεόεivε,-1.803229,False
prices,pᵝ⒈ᶗᶱȿ,-2.912977,False
prices,prices,4.8687344,True
request,r⋷ɋυ⋷ᴈⰉ,-1.6298478,False
request,Ԧȇ⍺ueકt,-2.8203385,False
bullet,ԛuᶅᶅ⊆ƚ,-1.534695,False
bullet,bullet,4.9574227,True
adam,adȃm,2.9024649,False
adam,ada⋒,3.0020666,True
independently,iⲙᾱ⫆ᶐ⫆ⲙᾱ⫆ⲙ⸠⁊ឬ,-2.8886256,False
independently,łἣdḗɼeἣdḗἣŀⅰҷ,-1.0331792,True
voyuer,võ໘ΰeŉ,-1.6265079,False
voyuer,voy⋃өr,1.1142421,False
occupied,occupied,3.3076918,True
occupied,ocວupied,0.4703682,False
break,ыⁿeӕḱ,-2.6469026,False
break,break,4.867133,True
quilt,quilt,4.548471,True
quilt,quilt,4.548471,True
mistake,ₘisṯāK⋴,0.5676788,True
mistake,mⅼșȽəⱪe,2.131801,True
attorney,atțorneẙ,4.3497896,True
attorney,attoŗnϱy,4.1931133,True
empty,ᰀmᵑƭq,-2.8202577,False
empty,ɘᲅ⍴tÿ,-0.5614451,True
geneva,Ⲃḛņḛvʚ,-2.2563977,False
geneva,ẕeἠȅ⊔ầ,-3.053895,False
sites,ԑḻͰeԑ,-2.2083097,False
sites,sїẗɘS,-1.1314234,False
colon,ͼolᴏn,3.0421147,True
colon,ɽoₗ๐n,-0.48458874,False
roses,pősоǝ,-3.2151613,False
roses,ⁿoséŞ,-1.697535,False
refrigerator,refrigerător,4.0843935,True
refrigerator,ⲙe⭱ⲙⵊⱐөⲙà⤈ԛr,-2.6809452,False
ebony,ebὃħy,2.0225785,True
ebony,ѳboɿy,-0.37955302,False
scary,s▢ary,0.19998537,False
scary,scaᒦy,3.034853,True
computers,Ↄo⊓ϼuters,-0.17456475,True
computers,Ը□ղqպtвrs,-1.253488,False
mesh,mḗsh,2.193016,True
mesh,mëṩh,2.946273,True
multiple,ƞԝltiơlḙ,-0.115990266,False
multiple,ᲅulƫi⍴ḷᶒ,3.44754,True
ideal,ideal,4.641366,True
ideal,ideal,4.641366,True
inns,Ιrnǝ,-2.228419,False
inns,íƞƞs,1.4037901,True
myanmar,ɱyⱸƞɱⱸr,-0.048333157,True
myanmar,ຫyanmaɾ,4.0538564,True
inflation,ĭḧ⟊lȁ⩲ioḧ,-2.5368378,False
inflation,Ịḥfіᗺ┼Ịᱛḥ,-0.79282767,True
bidding,Օidd˨ɽg,0.5009788,False
bidding,pŀqdŀng,-2.4229193,False
spectrum,sᴆɛοtṙụm,-1.8700281,False
spectrum,sợⲂctrⴑṋ,-2.6864479,False
emails,eẅͽile,-1.6000619,False
emails,eᲅạiḻs,2.18116,True
collaboration,Ꮭ◨lℹ⒍ũ◨ɿ⒍¢Ἱ◨Ơ,-3.2286825,False
collaboration,collaboration,4.5448465,True
enhancing,⍷ṛ⋂âṛcỉng,-1.7535027,False
enhancing,⊇nҢęhṟ⥠hg,-1.9314022,False
gardening,gardenin€,2.6838923,False
gardening,gardening,4.739073,True
census,ⅭeຖຣṲຣ,0.74686164,True
census,oḛnᏚuᏚ,-1.655822,False
deadline,dềеųɭiẖề,-2.0157633,False
deadline,ῂѳჴῂliẖѳ,-3.1301286,False
civilian,ci۷ilian,3.4444938,True
civilian,ọḷvḷǐḷѳǹ,-2.3269048,False
dumb,dǜ⊞ћ,-2.2848434,False
dumb,ԛuᲅр,-2.146359,False
trails,trails,4.9257827,True
trails,trails,4.9257827,True
dogs,d⩍gẟ,-1.3842326,False
dogs,♃Ⅾᶒs,-3.0942774,False
posts,pᴏsts,4.5539303,True
posts,pocts,0.7366857,False
increasing,iḩėńʚẩsƚnƴ,-1.7873135,False
increasing,ipɵrοͽsɫnʒ,-2.2095306,False
specialist,ᴐȵociεíiᴐί,-2.792024,False
specialist,ǝόоôΙaїΙǝt,-2.8312285,False
regulatory,ƿͼgǘlåιѳƿṉ,-2.7266347,False
regulatory,ᵝᶱⰅӋ⟘ᏰtↃry,-2.154115,False
throw,throw,4.9061265,True
throw,tṉńϲῳ,-1.8218591,False
adelaide,ȧԀẹɭȧide,4.041743,True
adelaide,Ḃ⑁e⎫Ḃ≀⑁θ,-3.2292283,False
benjamin,⍴ɛnjȃᴔiń,-0.4907724,False
benjamin,bЄṉjɵmiṉ,0.8722861,True
functioning,ᶂuրçȶiọրinĝ,1.855597,False
functioning,ḟuncṫioninġ,3.2268171,True
choice,chɢiòὲ,-2.0609167,False
choice,cὴɔiεe,-0.75731057,False
diversity,d˨ᥢe☩s˨ty,-1.3294291,False
diversity,dıᶌersiẗy,2.4868274,True
pointer,Ԛѳ¡n╉ѐᲄ,-2.9752092,False
pointer,pointer,4.9712906,True
farming,féᏒ∩Ὶᖹg,-2.2280276,False
farming,༈ͽrmɫpg,-2.873105,False
stripes,strɭpes,2.6392956,True
stripes,strɭpes,2.6392956,True
eagle,ѳaʓỺe,-1.8723376,False
eagle,eaმlө,-1.5664182,False
attempting,ӕtⰀe໙Ɒtɭn9,-2.0388782,True
attempting,ᶓʄteԥpʄ༏n౽,-2.5648205,False
jeff,jeff,4.7588983,True
jeff,jeff,4.7588983,True
campbell,camᴆbell,1.2010646,False
campbell,ᲃəຫpbell,4.1803927,True
rochester,rocᑲeឨter,-0.6516981,False
rochester,rọçhesȶer,3.8057725,True
skirt,cხḽὴt,-2.8052,False
skirt,skirt,4.8765473,True
inserted,ḻἡͽeŋⵑẽd,-2.906927,False
inserted,īᑎsвrᶂeр,-2.653594,False
metadata,metaȡata,4.336876,True
metadata,metadata,4.8260884,True
sprint,ℰpⰣΪⲙt,-1.9444386,False
sprint,ᴐȵṋiрt,-1.926567,False
designer,ᾐěsľḜᥟěᚴ,-2.6775374,False
designer,ḑẹṣignẹr,4.9931984,True
inspiration,inşpiᣪa╂⟂on,-1.9702266,False
inspiration,iņзpǐⲅẚtion,1.5596521,True
clocks,cḷoCKS,2.716276,True
clocks,Cןɷckƽ,-0.3188325,False
utility,Utḽlḽ⒈ɴ,-2.0195286,False
utility,u⟊ӀΪӀ⟊y,-0.94707197,False
ultimately,ṹЇ❲ІὼėteЇᱢ,-2.3522644,False
ultimately,ṷ1ⱦḭ☮ʚtēly,-0.20456015,False
submission,ឨubmiឨsȉon,-2.152628,False
submission,sυbↀiss႞◧n,-0.7647032,False
constraint,ɑoṟӡtբӨiṟt,-2.5980525,False
constraint,cѻns⸠ⁿaΙnt,0.745737,True
hostels,ңӨᎦ┟ɛlᎦ,-2.4096062,False
hostels,hosͰels,1.9156613,True
kilometers,ḫ1⦌ວמ8ᵮerҙ,-2.6635375,False
kilometers,kilometers,4.907081,True
allen,ȧɭlẹη,4.4165516,True
allen,allën,3.831833,False
pierce,piԐrϚe,0.53069055,False
pierce,piȩrce,4.668208,True
everybody,ệveƞybody,2.4411676,False
everybody,ẽᵁerybody,1.5589496,True
enjoy,enjoy,4.558079,True
enjoy,enjoy,4.558079,True
institution,ïก₉℄ï℄ᒜtïƆก,-2.6656818,False
institution,ղ๓Эᵼղᵼᖚtղө๓,-2.4631906,False
easily,eaśỉןỳ,0.49541736,True
easily,ȢӨsӀlɑ,-2.8889358,False
navigation,מà⟇ⵊⱐàtⵊԛמ,-0.49182773,False
navigation,naʊigatḷon,0.1629192,True
customized,ϹᶸsṭՕᵐŀźēq,-2.53654,False
customized,⊆Ļɜ⨥oⰮ˨zƐ¢,-2.9628716,False
human,huṄḂn,-2.1956866,False
human,hum∂ᲅ,1.0650626,False
tiffany,tiffany,4.673045,True
tiffany,țḹffany,1.7375582,False
button,օuttᴄћ,-0.4105707,False
button,buᴌᴌon,-0.113835804,True
whether,whetheՐ,4.2444425,True
whether,whethԐr,2.2372904,True
sherman,ͻṉʚńman,-2.1597981,False
sherman,₉heÞ⫙an,-1.3784132,False
lesson,ïeɘson,-0.6150388,False
lesson,leʒson,1.2749759,True
belgium,qel3iԱm,-2.5058212,False
belgium,ȗel₂ium,-0.66112256,False
competitive,competitive,4.777684,True
competitive,Cɷmpeẗitive,2.7404683,False
rick,rick,4.6578703,True
rick,rick,4.6578703,True
senegal,ṣẹnegal,4.616149,False
senegal,³eɾegal,0.3844065,False
finnish,fiṅnisḣ,3.6690784,True
finnish,finniṢƞ,2.9820764,False
never,ɲᏼҮeɍ,-0.54584,False
never,ñeยɞr,-0.6039392,True
seats,ⵒeats,0.2694518,False
seats,seats,4.867627,True
webpage,webↄɘǥe,-1.6372861,False
webpage,ṳebαaᎦe,-1.9212309,False
considers,cоṇsıderṣ,4.7843146,True
considers,CᴏիSїdɘrs,0.7497381,True
boating,ḏoąting,2.2392375,False
boating,ɓoatinģ,2.9031441,True
takes,ႵaⲔes,2.9067714,True
takes,tອkes,0.5621374,False
said,sãiᴏ,-1.7533598,False
said,ຮaiď,2.6730978,True
unity,uniίӊ,0.18184286,False
unity,un⅃tᎫ,-1.772713,False
suspect,suspec☨,2.4601586,True
suspect,suspөct,2.689413,True
bald,baῚd,1.8561894,False
bald,bald,4.8455243,True
woman,wΘmãn,1.3182786,False
woman,woman,4.879255,True
obtain,obta⥕n,-0.4125341,False
obtain,obtaiɦ,0.3820997,False
sufficient,su⦍⦍icient,1.1965704,True
sufficient,౩ufficien≮,0.20149408,False
carrying,carṛẏing,4.3711767,True
carrying,cѐᖘrỹīᑎg,-1.545849,False
apartment,apar⌊ment,1.7262495,False
apartment,ąpartment,4.772005,True
paris,໐arḻs,-2.5948997,False
paris,parⱡs,0.7740967,False
listening,listening,4.8064656,True
listening,listening,4.8064656,True
harold,Marõlȕ,-2.7532291,False
harold,ῃɛrʚÏd,-2.334141,False
liquid,lḷօuḷd,0.2828375,False
liquid,ᶩΊᴐᒝid,-2.825389,False
bind,ṗinԛ,-2.3959675,False
bind,bȋnↄ,-1.9790585,False
films,fılms,4.604654,True
films,fiƖms,3.061672,True
plug,plũg,2.9127476,False
plug,pluĝ,3.8528726,True
booking,рoöқւпg,0.86870193,False
booking,bookіոg,4.7270913,True
survive,ɘurᇴivօ,-1.8754692,False
survive,sᔗrᴠive,0.72257125,True
laughing,laughіng,4.278784,True
laughing,lаughiոg,4.278784,True
adjustments,adjustm∋ᒉťs,2.435121,True
adjustments,adjႷϩtmentϩ,0.36157298,False
explicit,ǤⵋplÏcit,0.10392593,False
explicit,exṅIicit,-0.31149724,False
mention,mēnⱦḭỏὴ,2.0051324,True
mention,փêḣtioḣ,-1.5013901,False
resistant,ⲅesǐзƫaņƫ,2.580366,False
resistant,ɼesistant,4.328722,True
contracting,ȼoñῑrắctiñя,-1.7641811,False
contracting,Ϛ០ŋͰraϚtiŋՅ,-1.9723523,False
liberal,liວeϚal,-0.6054018,False
liberal,liberal,4.957784,True
clinton,ᏣՂinton,1.547251,False
clinton,6linᶠon,-1.1055065,False
dice,ͻic∈,-1.5431747,True
dice,Ɔïce,-1.486034,False
bigger,bᶅggeη,0.87587684,False
bigger,հiĝger,1.8603151,True
edition,eϸΊtion,-0.7528145,False
edition,eɖitḹon,1.748369,True
teach,ţeacẖ,3.3888505,True
teach,ţeąch,4.1570153,True
premier,ὸremiʙr,-1.023836,False
premier,p᥅e⍵iær,-2.8176346,False
record,ⲙөcord,0.81900936,False
record,rօcord,4.370979,True
theory,ⴕhǤorᑌ,-2.3465724,False
theory,theorצ,2.6827412,True
microphone,ɱícՒoþᏂоƞϱ,0.4183648,False
microphone,ɱìçŗọρիọրё,2.4241552,True
eyes,Ͼyes,0.50848013,False
eyes,eyeⵒ,-0.17399344,False
morrison,ɳorᶉӏSoɳ,1.1519921,False
morrison,m⍴դդis⍴ᒉ,-1.42549,False
philips,phi⟘ipᴣ,2.0443115,True
philips,ᶀhiliᶀs,-0.38662988,False
injured,ĭņjបreḓ,0.23808876,True
injured,Injureȕ,-0.26938158,False
petite,p⫆⸠it⫆,-1.9977326,False
petite,ҫǤⴕite,-2.2721162,False
patch,pѳtch,2.0396447,True
patch,påtch,3.1578012,True
bidder,ḩiоder,2.0593762,False
bidder,biḋḋer,4.920497,True
adding,Ɵddiᥖg,-0.3435319,False
adding,ẫdȕinҁ,-2.976229,False
mazda,พẫʙdẫ,-2.0904217,False
mazda,ṄḂᮙdḂ,-3.363448,False
side,sÏde,0.9473233,True
side,s≀de,-0.101725936,False
bradford,bradford,4.8558817,True
bradford,bradṫorզ,0.83310586,False
deferred,deferrɛd,4.9941893,True
deferred,deferred,5.0708365,True
conversation,converṡati໐ṅ,4.883867,True
conversation,öonversaᥣion,0.7955629,False
romantic,ɼ໐manṯic,4.431066,False
romantic,romaոtiс,4.9554496,True
absence,absence,4.9923205,True
absence,absence,4.9923205,True
lined,lined,4.919356,True
lined,linɘd,1.51002,False
chrysler,chrμsịer,0.972725,True
chrysler,cⵄrvsℹer,0.2945311,False
span,sↄan,-1.565095,False
span,sp6ກ,-1.7040229,False
tripadvisor,≮r≀pḂ⑁Ⴤ≀౩Ըr,-2.7668157,False
tripadvisor,Ⰰŕᥧยὲǆ٨ᥧ5ϙŕ,-2.8054473,False
star,ṩtar,3.7378867,False
star,ștar,4.7381845,True
mark,րark,1.1991441,True
mark,₥ark,0.35864744,False
overnight,ovɐrniᦳht,1.600056,False
overnight,oveᴩnight,2.2740672,True
jacket,jackeᵼ,4.0605597,True
jacket,jaḉḰet,2.9708529,True
