Dataset,Prompting,Ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,68,hateful,No,2383,0.9520575309628446,1949,0.7786656012784658,0.99,0.81,0.89,0.81,0.84,"[[1928   21]
 [ 455   99]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,68,offensive,Yes,120,0.04794246903715541,1039,0.41510187774670393,0.1,0.84,0.17,0.62,0.81,"[[1445   19]
 [ 938  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,68,offensive,No,2383,0.9520575309628446,1464,0.5848981222532961,0.99,0.61,0.75,0.62,0.81,"[[1445   19]
 [ 938  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,68,toxic,Yes,150,0.05992808629644426,1280,0.5113863363963244,0.11,0.92,0.19,0.54,0.73,"[[1211   12]
 [1142  138]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,68,toxic,No,2353,0.9400719137035557,1223,0.4886136636036756,0.99,0.51,0.68,0.54,0.73,"[[1211   12]
 [1142  138]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,hateful,Yes,120,0.04794246903715541,506,0.20215741110667199,0.2,0.86,0.33,0.83,0.87,"[[1980   17]
 [ 403  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,hateful,No,2383,0.9520575309628446,1997,0.797842588893328,0.99,0.83,0.9,0.83,0.87,"[[1980   17]
 [ 403  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,offensive,Yes,120,0.04794246903715541,1030,0.4115061925689173,0.11,0.92,0.19,0.63,0.85,"[[1463   10]
 [ 920  110]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,offensive,No,2383,0.9520575309628446,1473,0.5884938074310827,0.99,0.61,0.76,0.63,0.85,"[[1463   10]
 [ 920  110]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,toxic,Yes,150,0.05992808629644426,1258,0.5025968837395126,0.11,0.89,0.19,0.54,0.72,"[[1229   16]
 [1124  134]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,69,toxic,No,2353,0.9400719137035557,1245,0.4974031162604874,0.99,0.52,0.68,0.54,0.72,"[[1229   16]
 [1124  134]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,hateful,Yes,120,0.04794246903715541,574,0.22932481022772672,0.16,0.78,0.27,0.8,0.81,"[[1903   26]
 [ 480   94]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,hateful,No,2383,0.9520575309628446,1929,0.7706751897722732,0.99,0.8,0.88,0.8,0.81,"[[1903   26]
 [ 480   94]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,offensive,Yes,120,0.04794246903715541,1095,0.43747502996404314,0.1,0.89,0.18,0.6,0.82,"[[1395   13]
 [ 988  107]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,offensive,No,2383,0.9520575309628446,1408,0.5625249700359568,0.99,0.59,0.74,0.6,0.82,"[[1395   13]
 [ 988  107]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,toxic,Yes,150,0.05992808629644426,1349,0.5389532560926887,0.1,0.9,0.18,0.51,0.71,"[[1139   15]
 [1214  135]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,70,toxic,No,2353,0.9400719137035557,1154,0.4610467439073112,0.99,0.48,0.65,0.51,0.71,"[[1139   15]
 [1214  135]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,hateful,Yes,120,0.04794246903715541,511,0.20415501398322014,0.2,0.85,0.32,0.83,0.85,"[[1974   18]
 [ 409  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,hateful,No,2383,0.9520575309628446,1992,0.7958449860167799,0.99,0.83,0.9,0.83,0.85,"[[1974   18]
 [ 409  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,offensive,Yes,120,0.04794246903715541,1041,0.4159009188973232,0.1,0.88,0.18,0.62,0.83,"[[1447   15]
 [ 936  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,offensive,No,2383,0.9520575309628446,1462,0.5840990811026768,0.99,0.61,0.75,0.62,0.83,"[[1447   15]
 [ 936  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,toxic,Yes,150,0.05992808629644426,1266,0.5057930483419896,0.1,0.85,0.18,0.54,0.7,"[[1214   23]
 [1139  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,71,toxic,No,2353,0.9400719137035557,1237,0.4942069516580104,0.98,0.52,0.68,0.54,0.7,"[[1214   23]
 [1139  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,hateful,Yes,120,0.04794246903715541,521,0.20815021973631642,0.19,0.83,0.31,0.82,0.86,"[[1962   20]
 [ 421  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,hateful,No,2383,0.9520575309628446,1982,0.7918497802636836,0.99,0.82,0.9,0.82,0.86,"[[1962   20]
 [ 421  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,offensive,Yes,120,0.04794246903715541,1025,0.40950858969236914,0.1,0.88,0.18,0.63,0.82,"[[1463   15]
 [ 920  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,offensive,No,2383,0.9520575309628446,1478,0.5904914103076309,0.99,0.61,0.76,0.63,0.82,"[[1463   15]
 [ 920  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,toxic,Yes,150,0.05992808629644426,1227,0.4902117459049141,0.1,0.81,0.18,0.55,0.69,"[[1248   28]
 [1105  122]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,72,toxic,No,2353,0.9400719137035557,1276,0.5097882540950859,0.98,0.53,0.69,0.55,0.69,"[[1248   28]
 [1105  122]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,hateful,Yes,120,0.04794246903715541,566,0.2261286456252497,0.18,0.83,0.29,0.81,0.85,"[[1917   20]
 [ 466  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,hateful,No,2383,0.9520575309628446,1937,0.7738713543747503,0.99,0.8,0.89,0.81,0.85,"[[1917   20]
 [ 466  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,offensive,Yes,120,0.04794246903715541,1059,0.42309228925289655,0.1,0.88,0.18,0.61,0.81,"[[1429   15]
 [ 954  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,offensive,No,2383,0.9520575309628446,1444,0.5769077107471035,0.99,0.6,0.75,0.61,0.81,"[[1429   15]
 [ 954  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,toxic,Yes,150,0.05992808629644426,1285,0.5133839392728725,0.1,0.88,0.18,0.53,0.7,"[[1200   18]
 [1153  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,73,toxic,No,2353,0.9400719137035557,1218,0.48661606072712743,0.99,0.51,0.67,0.53,0.7,"[[1200   18]
 [1153  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,hateful,Yes,120,0.04794246903715541,515,0.20575309628445865,0.19,0.83,0.31,0.83,0.85,"[[1968   20]
 [ 415  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,hateful,No,2383,0.9520575309628446,1988,0.7942469037155413,0.99,0.83,0.9,0.83,0.85,"[[1968   20]
 [ 415  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,offensive,Yes,120,0.04794246903715541,1046,0.4178985217738714,0.11,0.92,0.19,0.62,0.82,"[[1447   10]
 [ 936  110]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,offensive,No,2383,0.9520575309628446,1457,0.5821014782261287,0.99,0.61,0.75,0.62,0.82,"[[1447   10]
 [ 936  110]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,toxic,Yes,150,0.05992808629644426,1281,0.511785856971634,0.1,0.87,0.18,0.53,0.7,"[[1202   20]
 [1151  130]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,74,toxic,No,2353,0.9400719137035557,1222,0.48821414302836597,0.98,0.51,0.67,0.53,0.7,"[[1202   20]
 [1151  130]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,hateful,Yes,120,0.04794246903715541,520,0.2077506991610068,0.2,0.87,0.32,0.83,0.88,"[[1967   16]
 [ 416  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,hateful,No,2383,0.9520575309628446,1983,0.7922493008389933,0.99,0.83,0.9,0.83,0.88,"[[1967   16]
 [ 416  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,offensive,Yes,120,0.04794246903715541,1033,0.4127047542948462,0.1,0.87,0.18,0.62,0.8,"[[1454   16]
 [ 929  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,offensive,No,2383,0.9520575309628446,1470,0.5872952457051538,0.99,0.61,0.75,0.62,0.8,"[[1454   16]
 [ 929  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,toxic,Yes,150,0.05992808629644426,1260,0.5033959248901319,0.1,0.85,0.18,0.54,0.7,"[[1221   22]
 [1132  128]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,75,toxic,No,2353,0.9400719137035557,1243,0.49660407510986815,0.98,0.52,0.68,0.54,0.7,"[[1221   22]
 [1132  128]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,hateful,Yes,120,0.04794246903715541,520,0.2077506991610068,0.19,0.83,0.31,0.82,0.86,"[[1963   20]
 [ 420  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,hateful,No,2383,0.9520575309628446,1983,0.7922493008389933,0.99,0.82,0.9,0.82,0.86,"[[1963   20]
 [ 420  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,offensive,Yes,120,0.04794246903715541,1061,0.4238913304035158,0.09,0.82,0.17,0.61,0.79,"[[1421   21]
 [ 962   99]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,offensive,No,2383,0.9520575309628446,1442,0.5761086695964842,0.99,0.6,0.74,0.61,0.79,"[[1421   21]
 [ 962   99]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,toxic,Yes,150,0.05992808629644426,1273,0.508589692369157,0.1,0.88,0.19,0.54,0.71,"[[1212   18]
 [1141  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,76,toxic,No,2353,0.9400719137035557,1230,0.491410307630843,0.99,0.52,0.68,0.54,0.71,"[[1212   18]
 [1141  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,hateful,Yes,120,0.04794246903715541,554,0.22133439872153415,0.18,0.82,0.29,0.81,0.84,"[[1927   22]
 [ 456   98]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,hateful,No,2383,0.9520575309628446,1949,0.7786656012784658,0.99,0.81,0.89,0.81,0.84,"[[1927   22]
 [ 456   98]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,offensive,Yes,120,0.04794246903715541,1052,0.4202956452257291,0.1,0.85,0.17,0.61,0.79,"[[1433   18]
 [ 950  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,offensive,No,2383,0.9520575309628446,1451,0.5797043547742708,0.99,0.6,0.75,0.61,0.79,"[[1433   18]
 [ 950  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,toxic,Yes,150,0.05992808629644426,1303,0.5205753096284459,0.1,0.85,0.17,0.52,0.68,"[[1177   23]
 [1176  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,77,toxic,No,2353,0.9400719137035557,1200,0.4794246903715541,0.98,0.5,0.66,0.52,0.68,"[[1177   23]
 [1176  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,hateful,Yes,120,0.04794246903715541,510,0.20375549340791052,0.18,0.78,0.3,0.82,0.83,"[[1966   27]
 [ 417   93]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,hateful,No,2383,0.9520575309628446,1993,0.7962445065920895,0.99,0.83,0.9,0.82,0.83,"[[1966   27]
 [ 417   93]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,offensive,Yes,120,0.04794246903715541,1054,0.4210946863763484,0.11,0.92,0.19,0.62,0.83,"[[1440    9]
 [ 943  111]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,offensive,No,2383,0.9520575309628446,1449,0.5789053136236516,0.99,0.6,0.75,0.62,0.83,"[[1440    9]
 [ 943  111]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,toxic,Yes,150,0.05992808629644426,1271,0.5077906512185377,0.1,0.85,0.18,0.53,0.7,"[[1209   23]
 [1144  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,78,toxic,No,2353,0.9400719137035557,1232,0.4922093487814622,0.98,0.51,0.67,0.53,0.7,"[[1209   23]
 [1144  127]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,hateful,Yes,120,0.04794246903715541,521,0.20815021973631642,0.2,0.86,0.32,0.83,0.86,"[[1965   17]
 [ 418  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,hateful,No,2383,0.9520575309628446,1982,0.7918497802636836,0.99,0.82,0.9,0.83,0.86,"[[1965   17]
 [ 418  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,offensive,Yes,120,0.04794246903715541,1078,0.4306831801837795,0.1,0.86,0.17,0.6,0.81,"[[1408   17]
 [ 975  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,offensive,No,2383,0.9520575309628446,1425,0.5693168198162205,0.99,0.59,0.74,0.6,0.81,"[[1408   17]
 [ 975  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,toxic,Yes,150,0.05992808629644426,1278,0.5105872952457051,0.1,0.87,0.18,0.53,0.7,"[[1206   19]
 [1147  131]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,79,toxic,No,2353,0.9400719137035557,1225,0.4894127047542948,0.98,0.51,0.67,0.53,0.7,"[[1206   19]
 [1147  131]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,hateful,Yes,120,0.04794246903715541,526,0.21014782261286455,0.2,0.86,0.32,0.82,0.88,"[[1960   17]
 [ 423  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,hateful,No,2383,0.9520575309628446,1977,0.7898521773871354,0.99,0.82,0.9,0.82,0.88,"[[1960   17]
 [ 423  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,offensive,Yes,120,0.04794246903715541,1103,0.44067119456652015,0.1,0.88,0.17,0.6,0.81,"[[1386   14]
 [ 997  106]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,offensive,No,2383,0.9520575309628446,1400,0.5593288054334798,0.99,0.58,0.73,0.6,0.81,"[[1386   14]
 [ 997  106]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,toxic,Yes,150,0.05992808629644426,1311,0.5237714742309229,0.1,0.89,0.18,0.52,0.71,"[[1175   17]
 [1178  133]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,80,toxic,No,2353,0.9400719137035557,1192,0.4762285257690771,0.99,0.5,0.66,0.52,0.71,"[[1175   17]
 [1178  133]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,hateful,Yes,120,0.04794246903715541,506,0.20215741110667199,0.2,0.84,0.32,0.83,0.86,"[[1978   19]
 [ 405  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,hateful,No,2383,0.9520575309628446,1997,0.797842588893328,0.99,0.83,0.9,0.83,0.86,"[[1978   19]
 [ 405  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,offensive,Yes,120,0.04794246903715541,1048,0.4186975629244906,0.1,0.84,0.17,0.61,0.8,"[[1436   19]
 [ 947  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,offensive,No,2383,0.9520575309628446,1455,0.5813024370755094,0.99,0.6,0.75,0.61,0.8,"[[1436   19]
 [ 947  101]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,toxic,Yes,150,0.05992808629644426,1257,0.5021973631642029,0.11,0.88,0.19,0.54,0.71,"[[1228   18]
 [1125  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,81,toxic,No,2353,0.9400719137035557,1246,0.49780263683579706,0.99,0.52,0.68,0.54,0.71,"[[1228   18]
 [1125  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,hateful,Yes,120,0.04794246903715541,530,0.21174590491410308,0.2,0.89,0.33,0.83,0.89,"[[1960   13]
 [ 423  107]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,hateful,No,2383,0.9520575309628446,1973,0.7882540950858969,0.99,0.82,0.9,0.83,0.89,"[[1960   13]
 [ 423  107]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,offensive,Yes,120,0.04794246903715541,1095,0.43747502996404314,0.1,0.88,0.17,0.6,0.8,"[[1393   15]
 [ 990  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,offensive,No,2383,0.9520575309628446,1408,0.5625249700359568,0.99,0.58,0.73,0.6,0.8,"[[1393   15]
 [ 990  105]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,toxic,Yes,150,0.05992808629644426,1316,0.525769077107471,0.1,0.89,0.18,0.52,0.7,"[[1170   17]
 [1183  133]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,82,toxic,No,2353,0.9400719137035557,1187,0.47423092289252894,0.99,0.5,0.66,0.52,0.7,"[[1170   17]
 [1183  133]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,hateful,Yes,120,0.04794246903715541,520,0.2077506991610068,0.19,0.83,0.31,0.82,0.86,"[[1963   20]
 [ 420  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,hateful,No,2383,0.9520575309628446,1983,0.7922493008389933,0.99,0.82,0.9,0.82,0.86,"[[1963   20]
 [ 420  100]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,offensive,Yes,120,0.04794246903715541,1068,0.4266879744306832,0.1,0.87,0.18,0.61,0.79,"[[1419   16]
 [ 964  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,offensive,No,2383,0.9520575309628446,1435,0.5733120255693168,0.99,0.6,0.74,0.61,0.79,"[[1419   16]
 [ 964  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,toxic,Yes,150,0.05992808629644426,1332,0.5321614063124251,0.1,0.9,0.18,0.52,0.71,"[[1156   15]
 [1197  135]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,83,toxic,No,2353,0.9400719137035557,1171,0.4678385936875749,0.99,0.49,0.66,0.52,0.71,"[[1156   15]
 [1197  135]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,hateful,Yes,120,0.04794246903715541,592,0.23651618058330004,0.18,0.88,0.3,0.8,0.88,"[[1897   14]
 [ 486  106]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,hateful,No,2383,0.9520575309628446,1911,0.7634838194167,0.99,0.8,0.88,0.8,0.88,"[[1897   14]
 [ 486  106]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,offensive,Yes,120,0.04794246903715541,1042,0.41630043947263284,0.1,0.9,0.19,0.62,0.84,"[[1449   12]
 [ 934  108]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,offensive,No,2383,0.9520575309628446,1461,0.5836995605273672,0.99,0.61,0.75,0.62,0.84,"[[1449   12]
 [ 934  108]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,toxic,Yes,150,0.05992808629644426,1300,0.519376747902517,0.1,0.88,0.18,0.53,0.72,"[[1185   18]
 [1168  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,84,toxic,No,2353,0.9400719137035557,1203,0.480623252097483,0.99,0.5,0.67,0.53,0.72,"[[1185   18]
 [1168  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,hateful,Yes,120,0.04794246903715541,524,0.2093487814622453,0.2,0.86,0.32,0.83,0.86,"[[1962   17]
 [ 421  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,hateful,No,2383,0.9520575309628446,1979,0.7906512185377547,0.99,0.82,0.9,0.83,0.86,"[[1962   17]
 [ 421  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,offensive,Yes,120,0.04794246903715541,1048,0.4186975629244906,0.1,0.87,0.18,0.62,0.81,"[[1439   16]
 [ 944  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,offensive,No,2383,0.9520575309628446,1455,0.5813024370755094,0.99,0.6,0.75,0.62,0.81,"[[1439   16]
 [ 944  104]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,toxic,Yes,150,0.05992808629644426,1279,0.5109868158210148,0.1,0.86,0.18,0.53,0.7,"[[1203   21]
 [1150  129]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,85,toxic,No,2353,0.9400719137035557,1224,0.4890131841789852,0.98,0.51,0.67,0.53,0.7,"[[1203   21]
 [1150  129]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,hateful,Yes,120,0.04794246903715541,543,0.21693967239312825,0.18,0.81,0.29,0.81,0.84,"[[1937   23]
 [ 446   97]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,hateful,No,2383,0.9520575309628446,1960,0.7830603276068717,0.99,0.81,0.89,0.81,0.84,"[[1937   23]
 [ 446   97]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,offensive,Yes,120,0.04794246903715541,1049,0.41909708349980024,0.1,0.86,0.18,0.62,0.8,"[[1437   17]
 [ 946  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,offensive,No,2383,0.9520575309628446,1454,0.5809029165001998,0.99,0.6,0.75,0.62,0.8,"[[1437   17]
 [ 946  103]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,toxic,Yes,150,0.05992808629644426,1282,0.5121853775469437,0.1,0.88,0.18,0.53,0.71,"[[1203   18]
 [1150  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,86,toxic,No,2353,0.9400719137035557,1221,0.48781462245305635,0.99,0.51,0.67,0.53,0.71,"[[1203   18]
 [1150  132]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,hateful,Yes,120,0.04794246903715541,561,0.22413104274870155,0.17,0.82,0.29,0.81,0.83,"[[1920   22]
 [ 463   98]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,hateful,No,2383,0.9520575309628446,1942,0.7758689572512985,0.99,0.81,0.89,0.81,0.83,"[[1920   22]
 [ 463   98]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,offensive,Yes,120,0.04794246903715541,1028,0.41070715141829806,0.09,0.81,0.17,0.62,0.8,"[[1452   23]
 [ 931   97]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,offensive,No,2383,0.9520575309628446,1475,0.589292848581702,0.98,0.61,0.75,0.62,0.8,"[[1452   23]
 [ 931   97]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,toxic,Yes,150,0.05992808629644426,1268,0.5065920894926089,0.1,0.85,0.18,0.54,0.7,"[[1213   22]
 [1140  128]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,87,toxic,No,2353,0.9400719137035557,1235,0.49340791050739113,0.98,0.52,0.68,0.54,0.7,"[[1213   22]
 [1140  128]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,hateful,Yes,120,0.04794246903715541,538,0.2149420695165801,0.19,0.85,0.31,0.82,0.86,"[[1947   18]
 [ 436  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,hateful,No,2383,0.9520575309628446,1965,0.7850579304834199,0.99,0.82,0.9,0.82,0.86,"[[1947   18]
 [ 436  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,offensive,Yes,120,0.04794246903715541,1038,0.4147023571713943,0.11,0.93,0.19,0.63,0.84,"[[1457    8]
 [ 926  112]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,offensive,No,2383,0.9520575309628446,1465,0.5852976428286056,0.99,0.61,0.76,0.63,0.84,"[[1457    8]
 [ 926  112]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,toxic,Yes,150,0.05992808629644426,1271,0.5077906512185377,0.1,0.87,0.18,0.54,0.71,"[[1213   19]
 [1140  131]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,88,toxic,No,2353,0.9400719137035557,1232,0.4922093487814622,0.98,0.52,0.68,0.54,0.71,"[[1213   19]
 [1140  131]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,hateful,Yes,120,0.04794246903715541,520,0.2077506991610068,0.18,0.8,0.3,0.82,0.84,"[[1959   24]
 [ 424   96]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,hateful,No,2383,0.9520575309628446,1983,0.7922493008389933,0.99,0.82,0.9,0.82,0.84,"[[1959   24]
 [ 424   96]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,offensive,Yes,120,0.04794246903715541,1037,0.4143028365960847,0.11,0.93,0.19,0.63,0.83,"[[1458    8]
 [ 925  112]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,offensive,No,2383,0.9520575309628446,1466,0.5856971634039153,0.99,0.61,0.76,0.63,0.83,"[[1458    8]
 [ 925  112]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,toxic,Yes,150,0.05992808629644426,1246,0.49780263683579706,0.11,0.91,0.2,0.55,0.74,"[[1244   13]
 [1109  137]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,89,toxic,No,2353,0.9400719137035557,1257,0.5021973631642029,0.99,0.53,0.69,0.55,0.74,"[[1244   13]
 [1109  137]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,hateful,Yes,120,0.04794246903715541,527,0.2105473431881742,0.19,0.85,0.32,0.82,0.86,"[[1958   18]
 [ 425  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,hateful,No,2383,0.9520575309628446,1976,0.7894526568118259,0.99,0.82,0.9,0.82,0.86,"[[1958   18]
 [ 425  102]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,offensive,Yes,120,0.04794246903715541,981,0.3919296843787455,0.11,0.91,0.2,0.65,0.86,"[[1511   11]
 [ 872  109]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,offensive,No,2383,0.9520575309628446,1522,0.6080703156212545,0.99,0.63,0.77,0.65,0.86,"[[1511   11]
 [ 872  109]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,toxic,Yes,150,0.05992808629644426,1246,0.49780263683579706,0.11,0.92,0.2,0.55,0.73,"[[1245   12]
 [1108  138]]"
legit+phonee+zeroe-typo,legit-recovery-replace,0.75,90,toxic,No,2353,0.9400719137035557,1257,0.5021973631642029,0.99,0.53,0.69,0.55,0.73,"[[1245   12]
 [1108  138]]"
