model,size,test,ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,∆ Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
mistral,7B,typo,0.5,13,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,14,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,14,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,14,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,14,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,14,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,14,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,15,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,15,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,15,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,15,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,15,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,15,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,16,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,16,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,16,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,16,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,16,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,16,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,17,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,17,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,17,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,17,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,17,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,17,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,18,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,18,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,18,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,18,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,18,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,18,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,19,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,19,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,19,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,19,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,19,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,19,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,20,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,20,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,20,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,20,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,20,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,20,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,21,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,21,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,21,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,21,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,21,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,21,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,22,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,22,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,22,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,22,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,22,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,22,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,23,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,23,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,23,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,23,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,23,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,23,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,24,hateful,Yes,553,0.19540636042402826,969,0.3424028268551237,0.5510600706713781,0.6,0.256113074204947,0.3,0.53,0.38,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,24,hateful,No,2277,0.8045936395759717,1861,0.6575971731448763,0.5510600706713781,0.6,0.256113074204947,0.86,0.7,0.77,0.67,0.68,"[[1600  261]
 [ 677  292]]"
mistral,7B,typo,0.5,24,offensive,Yes,878,0.3102473498233215,2479,0.8759717314487633,0.7106713780918729,0.8,0.3057950530035336,0.34,0.96,0.5,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,24,offensive,No,1952,0.6897526501766784,351,0.12402826855123675,0.7106713780918729,0.8,0.3057950530035336,0.9,0.16,0.27,0.41,0.65,"[[ 315   36]
 [1637  842]]"
mistral,7B,typo,0.5,24,toxic,Yes,507,0.17915194346289753,2197,0.7763250883392226,0.7297526501766786,0.8,0.279469964664311,0.22,0.94,0.35,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,typo,0.5,24,toxic,No,2323,0.8208480565371025,633,0.22367491166077738,0.7297526501766786,0.8,0.279469964664311,0.95,0.26,0.41,0.38,0.68,"[[ 604   29]
 [1719  478]]"
mistral,7B,visual,0.125,0,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,0,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,0,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,0,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,0,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,0,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,1,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,1,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,1,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,1,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,1,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,1,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,2,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,2,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,2,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,2,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,2,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,2,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,3,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,3,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,3,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,3,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,3,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,3,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,4,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,4,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,4,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,4,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,4,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,4,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,5,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,5,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,5,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,5,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,5,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,5,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,6,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,6,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,6,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,6,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,6,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,6,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,7,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,7,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,7,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,7,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,7,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,7,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,8,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,8,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,8,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,8,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,8,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,8,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,9,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,9,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,9,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,9,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,9,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,9,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,10,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,10,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
